InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV866340,S00031,Product 031,2,29-08-2025,24.62,C1011,India
INV719876,S00083,Product 083,1,17-04-2025,76.88,C1115,USA
INV705924,S00021,Product 021,5,13-07-2024,88.54,C1044,USA
INV579465,S00100,Product 100,9,13-08-2025,33.07,C1100,France
INV122300,S00021,Product 021,5,30-10-2024,31.74,C1074,Germany
INV449077,S00036,Product 036,9,31-10-2024,117.74,C1079,Spain
INV757486,S00055,Product 055,6,20-09-2024,101.43,C1093,United Kingdom
INV831066,S00045,Product 045,1,28-03-2024,97.78,C1031,United Kingdom
INV603609,S00021,Product 021,4,22-07-2025,41.51,C1026,India
INV738601,S00077,Product 077,7,09-01-2024,77,C1119,USA
INV119570,S00003,Product 003,5,15-04-2024,5.41,C1080,France
INV521564,S00118,Product 118,2,19-05-2024,21.23,C1035,Spain
INV556952,S00007,Product 007,2,18-06-2024,78.7,C1077,Spain
INV903235,S00040,Product 040,6,21-03-2024,47.83,C1047,United Kingdom
INV379946,S00111,Product 111,5,11-01-2024,144.92,C1103,Germany
INV306952,S00019,Product 019,6,16-02-2025,71.78,C1060,Germany
INV417140,S00009,Product 009,4,12-08-2025,14.37,C1037,USA
INV253352,S00089,Product 089,4,15-03-2024,4.64,C1082,France
INV602581,S00009,Product 009,6,29-06-2024,109.34,C1090,India
INV678522,S00108,Product 108,1,03-11-2024,27.38,C1044,Germany
INV821007,S00054,Product 054,4,17-07-2025,29.8,C1090,USA
INV974793,S00104,Product 104,4,26-02-2025,64.72,C1028,USA
INV166244,S00030,Product 030,8,10-04-2025,41.08,C1028,France
INV322530,S00017,Product 017,7,19-12-2024,93.25,C1099,Germany
INV370640,S00115,Product 115,4,10-09-2024,73.88,C1074,USA
INV324703,S00091,Product 091,3,01-05-2024,18.49,C1004,India
INV844553,S00109,Product 109,3,09-06-2025,118.14,C1081,Spain
INV225548,S00039,Product 039,2,03-05-2025,65.03,C1036,Germany
INV126764,S00049,Product 049,3,16-01-2024,92.4,C1032,Spain
INV874506,S00069,Product 069,7,10-03-2025,2.58,C1050,France
INV965365,S00054,Product 054,1,21-02-2024,94.71,C1054,India
INV303757,S00029,Product 029,1,25-03-2025,43.86,C1107,India
INV399569,S00045,Product 045,5,17-05-2025,75.17,C1052,France
INV552860,S00073,Product 073,3,20-03-2024,46.06,C1035,United Kingdom
INV573353,S00005,Product 005,8,20-09-2024,149.45,C1092,Spain
INV991784,S00040,Product 040,7,16-03-2024,36.16,C1065,USA
INV463737,S00035,Product 035,7,10-12-2024,137.1,C1000,Germany
INV110926,S00009,Product 009,5,17-07-2025,137.86,C1075,USA
INV480480,S00015,Product 015,4,19-02-2024,64.31,C1060,France
INV600836,S00059,Product 059,4,29-08-2024,46.99,C1068,India
INV565200,S00013,Product 013,2,14-08-2025,58.39,C1022,India
INV561059,S00042,Product 042,6,01-07-2024,148.42,C1057,Germany
INV930354,S00067,Product 067,8,21-03-2024,93.58,C1077,United Kingdom
INV826701,S00104,Product 104,3,24-10-2024,82.63,C1081,USA
INV326536,S00012,Product 012,1,05-11-2024,7.32,C1081,India
INV419753,S00052,Product 052,6,07-02-2025,127.48,C1119,Spain
INV700823,S00013,Product 013,4,09-07-2024,14.4,C1060,Germany
INV469306,S00052,Product 052,8,04-08-2025,8.95,C1051,United Kingdom
INV485561,S00058,Product 058,8,12-11-2024,42.68,C1065,Germany
INV251144,S00096,Product 096,9,23-06-2024,72.42,C1039,Spain
INV328931,S00053,Product 053,4,06-08-2025,134.5,C1037,India
INV766732,S00112,Product 112,9,16-07-2025,118.93,C1082,Germany
INV858637,S00017,Product 017,2,30-10-2024,31.25,C1037,Germany
INV806237,S00007,Product 007,4,16-01-2024,57.07,C1089,Germany
INV377049,S00001,Product 001,3,28-12-2024,117.48,C1089,USA
INV222996,S00043,Product 043,9,03-12-2024,80.01,C1114,Spain
INV243725,S00023,Product 023,6,31-03-2024,27.82,C1015,USA
INV454110,S00011,Product 011,4,20-01-2025,60.62,C1043,United Kingdom
INV565979,S00029,Product 029,2,26-05-2025,94.64,C1092,France
INV903613,S00117,Product 117,8,05-03-2024,146.04,C1051,France
INV908943,S00096,Product 096,6,15-03-2025,99.95,C1078,France
INV102436,S00003,Product 003,8,26-03-2024,4.4,C1088,France
INV736803,S00109,Product 109,4,31-03-2025,106.34,C1106,United Kingdom
INV368882,S00025,Product 025,2,11-09-2024,39.13,C1027,United Kingdom
INV278021,S00049,Product 049,4,04-01-2024,129.6,C1031,India
INV599537,S00039,Product 039,6,10-08-2025,58.82,C1056,France
INV130521,S00049,Product 049,3,10-04-2024,31.54,C1060,United Kingdom
INV400684,S00091,Product 091,1,28-12-2024,71.26,C1108,France
INV597000,S00085,Product 085,8,20-04-2024,39.77,C1004,USA
INV344840,S00071,Product 071,5,21-07-2025,36.9,C1029,France
INV634052,S00075,Product 075,4,24-03-2025,86.84,C1109,USA
INV514033,S00087,Product 087,5,04-05-2025,115.57,C1073,United Kingdom
INV819465,S00022,Product 022,7,19-09-2024,125.57,C1081,United Kingdom
INV263370,S00048,Product 048,1,11-10-2024,60.86,C1029,Spain
INV151392,S00013,Product 013,4,20-01-2025,11.89,C1074,India
INV576662,S00084,Product 084,3,22-04-2025,73.63,C1044,USA
INV331205,S00053,Product 053,1,29-05-2025,66.2,C1087,France
INV736025,S00076,Product 076,1,11-01-2024,31.15,C1010,Germany
INV183957,S00068,Product 068,4,07-02-2025,134.63,C1034,Spain
INV617764,S00033,Product 033,5,07-03-2024,146.17,C1077,Germany
INV990849,S00017,Product 017,5,24-06-2024,9.66,C1072,Germany
INV183798,S00116,Product 116,8,19-05-2025,119.77,C1100,United Kingdom
INV371637,S00035,Product 035,5,01-06-2024,97.57,C1096,India
INV859966,S00014,Product 014,6,29-04-2025,40.69,C1001,Spain
INV580207,S00037,Product 037,8,08-10-2024,96,C1010,United Kingdom
INV257479,S00108,Product 108,6,21-05-2024,21.04,C1042,Spain
INV291816,S00032,Product 032,9,22-07-2024,12.27,C1115,USA
INV788330,S00118,Product 118,2,18-11-2024,149.04,C1057,India
INV874804,S00055,Product 055,8,10-04-2025,96.18,C1107,France
INV424508,S00103,Product 103,7,03-01-2025,39.48,C1007,United Kingdom
INV526449,S00078,Product 078,6,21-07-2025,68.61,C1115,Spain
INV804484,S00006,Product 006,1,11-06-2025,142.61,C1007,Spain
INV259234,S00061,Product 061,5,03-04-2025,66.93,C1097,USA
INV285645,S00050,Product 050,8,01-01-2025,135.27,C1105,Spain
INV796987,S00024,Product 024,6,25-06-2024,130.58,C1035,India
INV267995,S00066,Product 066,1,07-09-2024,52.94,C1036,Spain
INV793729,S00013,Product 013,3,13-03-2024,105.01,C1069,Spain
INV547322,S00084,Product 084,6,15-08-2024,99.75,C1086,Germany
INV991029,S00098,Product 098,8,17-07-2025,116.14,C1014,France
INV129642,S00012,Product 012,5,15-09-2024,56.16,C1028,Germany
INV951358,S00058,Product 058,8,10-03-2024,9.73,C1090,France
INV302767,S00078,Product 078,8,31-01-2025,27.31,C1096,USA
INV131572,S00008,Product 008,3,08-08-2025,93.25,C1018,France
INV751610,S00047,Product 047,2,11-06-2025,116.71,C1106,France
INV579274,S00031,Product 031,9,15-06-2024,113.9,C1104,USA
INV853644,S00005,Product 005,6,02-10-2024,88.38,C1104,United Kingdom
INV197518,S00096,Product 096,8,18-11-2024,14.54,C1028,Germany
INV172706,S00053,Product 053,9,30-05-2024,4.56,C1080,France
INV610523,S00090,Product 090,4,12-06-2024,117.76,C1019,France
INV893869,S00070,Product 070,1,23-05-2024,83.31,C1023,France
INV465186,S00105,Product 105,9,27-08-2025,117.84,C1008,India
INV817764,S00119,Product 119,6,29-03-2025,26.09,C1059,France
INV915587,S00072,Product 072,2,26-05-2025,62.3,C1085,France
INV882714,S00042,Product 042,5,11-05-2025,138.04,C1023,France
INV557801,S00051,Product 051,1,06-08-2025,27.4,C1022,USA
INV728585,S00099,Product 099,3,05-03-2024,11.11,C1033,USA
INV573098,S00051,Product 051,4,20-06-2025,98.71,C1023,Germany
INV706737,S00062,Product 062,5,10-02-2024,89.99,C1099,United Kingdom
INV610377,S00024,Product 024,6,16-10-2024,142.9,C1020,United Kingdom
INV572583,S00118,Product 118,8,27-12-2024,136.16,C1033,France
INV493127,S00078,Product 078,4,05-08-2024,112.92,C1036,Spain
INV687507,S00040,Product 040,7,29-03-2024,4.84,C1024,United Kingdom
INV775988,S00070,Product 070,9,26-04-2024,73.1,C1112,Spain
INV927197,S00048,Product 048,7,16-05-2025,134.62,C1025,France
INV651905,S00019,Product 019,3,12-07-2024,66.18,C1058,USA
INV190469,S00105,Product 105,7,07-07-2024,144.4,C1067,Spain
INV628730,S00106,Product 106,3,15-07-2025,98.57,C1031,France
INV384187,S00100,Product 100,5,28-03-2024,18.2,C1056,Spain
INV124131,S00044,Product 044,6,10-07-2025,77.37,C1020,United Kingdom
INV165209,S00031,Product 031,3,13-07-2025,104.95,C1057,France
INV632171,S00006,Product 006,1,29-12-2024,11.67,C1002,Germany
INV950323,S00088,Product 088,8,10-04-2024,53.01,C1052,Germany
INV555013,S00040,Product 040,7,04-04-2024,108.13,C1043,France
INV500738,S00107,Product 107,2,22-06-2024,25.25,C1042,Spain
INV179794,S00104,Product 104,4,17-12-2024,53.55,C1013,Spain
INV707809,S00016,Product 016,3,03-04-2024,104.11,C1119,USA
INV149923,S00110,Product 110,9,04-10-2024,116.78,C1003,Germany
INV857007,S00017,Product 017,9,11-03-2024,78.74,C1017,India
INV834764,S00059,Product 059,7,24-11-2024,143.61,C1012,Spain
INV991899,S00057,Product 057,4,13-01-2024,138.95,C1117,USA
INV355853,S00114,Product 114,1,07-03-2025,72.07,C1038,USA
INV245604,S00079,Product 079,3,03-02-2024,25.72,C1051,India
INV369581,S00105,Product 105,1,28-04-2024,116.39,C1090,France
INV819560,S00071,Product 071,8,16-04-2024,37.98,C1006,Spain
INV296939,S00099,Product 099,1,20-05-2025,126.74,C1008,Spain
INV898679,S00102,Product 102,7,02-02-2024,88.9,C1021,India
INV238767,S00103,Product 103,9,17-09-2024,60.33,C1081,Germany
INV143987,S00049,Product 049,3,25-12-2024,84.34,C1117,USA
INV297421,S00046,Product 046,7,09-11-2024,80.86,C1074,India
INV778680,S00118,Product 118,8,17-02-2025,138.86,C1104,United Kingdom
INV642051,S00091,Product 091,4,03-05-2025,33.73,C1105,Germany
INV419252,S00110,Product 110,5,27-08-2024,139.37,C1033,Germany
INV690433,S00069,Product 069,2,18-05-2025,6.64,C1022,Spain
INV683736,S00111,Product 111,4,12-07-2024,115.84,C1019,Germany
INV599248,S00086,Product 086,8,21-08-2025,138.11,C1095,Germany
INV562642,S00089,Product 089,6,02-11-2024,60.32,C1080,Germany
INV191343,S00022,Product 022,2,23-03-2025,12.81,C1103,United Kingdom
INV333767,S00068,Product 068,5,16-06-2025,121.09,C1060,France
INV574926,S00088,Product 088,7,26-04-2025,126.74,C1117,Germany
INV221699,S00091,Product 091,1,01-06-2025,51.77,C1107,Spain
INV528254,S00114,Product 114,7,22-11-2024,78.75,C1097,Germany
INV205252,S00039,Product 039,2,27-01-2024,121.8,C1096,Germany
INV808509,S00037,Product 037,3,26-10-2024,30.42,C1014,USA
INV192990,S00116,Product 116,4,20-04-2024,95.09,C1089,India
INV183284,S00118,Product 118,5,24-06-2025,65.73,C1113,Germany
INV674010,S00022,Product 022,9,23-05-2024,27.81,C1035,United Kingdom
INV298478,S00046,Product 046,3,18-05-2024,125.05,C1097,USA
INV416269,S00113,Product 113,3,31-05-2024,50.05,C1042,India
INV382833,S00024,Product 024,4,25-01-2025,140.3,C1025,France
INV294969,S00094,Product 094,8,13-12-2024,86.2,C1087,India
INV785602,S00014,Product 014,9,30-07-2025,78.15,C1019,Germany
INV722695,S00022,Product 022,5,10-09-2024,64.65,C1057,France
INV314898,S00094,Product 094,7,20-06-2024,61.3,C1112,France
INV718163,S00073,Product 073,9,30-01-2024,123.06,C1018,India
INV742124,S00067,Product 067,8,05-01-2024,102.27,C1018,Germany
INV585250,S00102,Product 102,7,15-08-2024,116.51,C1113,France
INV620547,S00037,Product 037,5,16-07-2025,64.32,C1093,USA
INV941461,S00060,Product 060,9,14-11-2024,40.69,C1055,Germany
INV508491,S00073,Product 073,3,27-06-2025,14.86,C1048,United Kingdom
INV446872,S00089,Product 089,4,02-03-2024,116.95,C1115,India
INV585100,S00040,Product 040,7,26-02-2024,63.46,C1086,USA
INV852275,S00076,Product 076,1,21-05-2025,77.37,C1108,France
INV738627,S00054,Product 054,5,05-03-2024,71.46,C1011,United Kingdom
INV167625,S00065,Product 065,8,01-02-2024,65.81,C1063,Spain
INV513349,S00103,Product 103,2,02-09-2024,103.22,C1087,Germany
INV765847,S00047,Product 047,8,16-07-2025,92.09,C1004,Spain
INV301525,S00080,Product 080,4,23-02-2025,145.86,C1061,United Kingdom
INV989601,S00113,Product 113,8,01-03-2024,22.56,C1006,India
INV827296,S00091,Product 091,6,23-05-2025,86.88,C1108,India
INV861937,S00118,Product 118,2,27-05-2025,11.36,C1081,Spain
INV173552,S00070,Product 070,7,01-05-2025,121.57,C1022,Spain
INV621697,S00034,Product 034,1,02-07-2025,93.21,C1062,Germany
INV575008,S00118,Product 118,3,25-05-2024,65.4,C1013,USA
INV664088,S00077,Product 077,8,18-08-2025,120.73,C1096,Germany
INV865234,S00029,Product 029,8,13-07-2024,69.34,C1023,France
INV417960,S00038,Product 038,1,02-05-2025,35.71,C1072,USA
INV580580,S00032,Product 032,4,18-12-2024,71.93,C1009,United Kingdom
INV711536,S00100,Product 100,1,18-04-2025,12.48,C1018,United Kingdom
INV777868,S00012,Product 012,3,16-01-2025,134.88,C1117,India
INV793355,S00089,Product 089,9,25-01-2025,110.18,C1046,France
INV403242,S00066,Product 066,2,09-01-2025,114.53,C1014,Spain
INV998404,S00009,Product 009,6,18-04-2025,131.43,C1083,Spain
INV108659,S00073,Product 073,8,25-03-2025,119.15,C1024,India
INV543216,S00090,Product 090,8,22-03-2024,65.91,C1070,Spain
INV647890,S00087,Product 087,4,17-05-2025,19.56,C1097,France
INV155173,S00063,Product 063,7,21-11-2024,57.26,C1082,Spain
INV506044,S00040,Product 040,5,15-07-2024,140.24,C1029,India
INV636271,S00020,Product 020,1,08-11-2024,142.47,C1028,France
INV646851,S00002,Product 002,3,10-08-2025,115.64,C1026,Germany
INV207121,S00043,Product 043,7,05-06-2025,32.26,C1075,France
INV349757,S00076,Product 076,7,21-05-2025,30.78,C1080,USA
INV320288,S00005,Product 005,5,08-10-2024,132.21,C1062,United Kingdom
INV675929,S00119,Product 119,8,21-04-2025,23,C1047,Germany
INV395901,S00070,Product 070,7,22-08-2024,88.45,C1007,USA
INV614306,S00036,Product 036,4,21-02-2025,57.98,C1100,India
INV757926,S00115,Product 115,3,23-01-2025,46.7,C1079,United Kingdom
INV817548,S00022,Product 022,9,31-05-2024,102.25,C1076,Germany
INV265427,S00114,Product 114,9,11-06-2024,144.02,C1012,India
INV913176,S00034,Product 034,1,07-02-2024,117.09,C1034,India
INV249177,S00046,Product 046,8,25-03-2024,73.95,C1036,India
INV119689,S00051,Product 051,2,20-09-2024,67.23,C1071,USA
INV140467,S00119,Product 119,8,17-10-2024,136.33,C1094,Spain
INV280935,S00030,Product 030,6,10-04-2024,87.56,C1103,USA
INV885915,S00116,Product 116,7,10-09-2024,75.5,C1062,Spain
INV287094,S00042,Product 042,7,02-01-2025,103.06,C1043,France
INV724154,S00034,Product 034,6,21-05-2024,37.1,C1048,Spain
INV476644,S00076,Product 076,3,24-07-2024,11.43,C1088,France
INV135951,S00083,Product 083,8,11-08-2024,128.56,C1038,Spain
INV499724,S00042,Product 042,5,03-11-2024,91.87,C1049,USA
INV125463,S00016,Product 016,5,10-08-2024,26.4,C1094,USA
INV528556,S00048,Product 048,3,24-03-2025,46.11,C1065,Spain
INV602806,S00065,Product 065,1,18-07-2024,148.51,C1056,United Kingdom
INV569227,S00005,Product 005,5,20-09-2024,95.89,C1088,Spain
INV354280,S00010,Product 010,4,18-08-2024,96.14,C1034,Germany
INV789912,S00110,Product 110,6,21-04-2024,12.68,C1007,Germany
INV637053,S00005,Product 005,4,20-02-2025,145.41,C1094,USA
INV329306,S00049,Product 049,9,23-05-2024,134.13,C1054,France
INV491143,S00091,Product 091,7,29-06-2024,83.07,C1039,India
INV197655,S00040,Product 040,5,26-04-2025,47.79,C1011,France
INV930980,S00059,Product 059,7,30-07-2025,105.31,C1111,Spain
INV777744,S00011,Product 011,6,11-02-2025,125.34,C1087,Spain
INV359027,S00095,Product 095,6,11-07-2025,118.35,C1032,USA
INV707425,S00076,Product 076,6,03-06-2025,146.6,C1072,Germany
INV711230,S00102,Product 102,9,19-10-2024,96.25,C1055,Spain
INV648708,S00103,Product 103,3,13-04-2025,49.54,C1039,France
INV148648,S00042,Product 042,4,18-07-2024,75.69,C1037,France
INV890671,S00005,Product 005,3,06-10-2024,122.81,C1009,USA
INV960273,S00042,Product 042,6,21-11-2024,41.27,C1116,United Kingdom
INV976727,S00018,Product 018,9,06-08-2025,36.25,C1111,Spain
INV982680,S00064,Product 064,6,30-05-2025,109.28,C1104,France
INV935940,S00018,Product 018,2,24-10-2024,67.78,C1037,USA
INV765166,S00110,Product 110,9,31-01-2025,122.85,C1119,Germany
INV151189,S00072,Product 072,8,03-05-2024,23.27,C1033,Germany
INV518690,S00031,Product 031,4,04-05-2025,51.68,C1098,United Kingdom
INV320633,S00110,Product 110,2,02-12-2024,41.68,C1012,France
INV297993,S00092,Product 092,4,19-11-2024,105.28,C1037,United Kingdom
INV847554,S00053,Product 053,8,10-04-2025,114.38,C1069,Spain
INV831263,S00018,Product 018,6,19-01-2025,69.49,C1116,Germany
INV569860,S00041,Product 041,2,14-02-2024,72.75,C1031,France
INV762717,S00070,Product 070,2,24-06-2024,21.54,C1051,Spain
INV216429,S00092,Product 092,9,17-04-2024,105.87,C1101,India
INV299758,S00032,Product 032,5,22-03-2025,148.86,C1056,United Kingdom
INV874427,S00089,Product 089,7,22-01-2024,117.13,C1081,United Kingdom
INV506093,S00034,Product 034,4,03-05-2024,35.02,C1050,Germany
INV591966,S00030,Product 030,1,29-12-2024,94.22,C1000,Spain
INV516518,S00054,Product 054,4,26-02-2025,45.65,C1033,USA
INV281943,S00020,Product 020,7,02-11-2024,6.47,C1067,United Kingdom
INV843768,S00049,Product 049,4,07-06-2025,28.61,C1002,United Kingdom
INV782471,S00043,Product 043,6,12-07-2025,17.18,C1027,Spain
INV715459,S00034,Product 034,4,21-03-2024,31,C1114,USA
INV417873,S00093,Product 093,4,02-08-2025,119.75,C1001,India
INV678850,S00040,Product 040,3,08-01-2025,45.34,C1029,Spain
INV957927,S00083,Product 083,3,21-01-2025,114.04,C1074,United Kingdom
INV684844,S00086,Product 086,3,27-02-2024,142.43,C1067,Spain
INV544843,S00080,Product 080,7,13-01-2025,86.99,C1024,France
INV343422,S00033,Product 033,4,17-03-2025,73.84,C1007,France
INV570526,S00099,Product 099,7,19-12-2024,113.02,C1107,France
INV434539,S00029,Product 029,3,21-02-2024,16.37,C1066,Spain
INV650142,S00033,Product 033,3,14-11-2024,65.38,C1068,India
INV141096,S00105,Product 105,9,23-07-2025,75.83,C1006,Germany
INV271149,S00041,Product 041,8,15-03-2025,125,C1025,United Kingdom
INV808246,S00083,Product 083,4,24-03-2024,122.5,C1008,United Kingdom
INV442649,S00006,Product 006,3,06-08-2025,127.54,C1117,France
INV489697,S00074,Product 074,7,05-08-2025,105.29,C1092,Spain
INV589508,S00104,Product 104,1,12-04-2024,80.52,C1065,India
INV494414,S00085,Product 085,5,01-05-2025,124.53,C1081,France
INV782773,S00070,Product 070,6,04-09-2024,131.25,C1019,Spain
INV320820,S00102,Product 102,7,26-12-2024,73.11,C1118,USA
INV782590,S00036,Product 036,1,27-09-2024,147.88,C1062,India
INV288484,S00045,Product 045,1,20-04-2025,131.47,C1061,India
INV433535,S00009,Product 009,3,28-08-2025,77.55,C1115,France
INV629039,S00084,Product 084,2,28-04-2025,12.25,C1011,United Kingdom
INV897379,S00087,Product 087,5,20-07-2025,35.22,C1050,USA
INV309297,S00090,Product 090,9,29-07-2025,116.91,C1010,Spain
INV628648,S00090,Product 090,3,24-02-2024,18.45,C1051,United Kingdom
INV157787,S00016,Product 016,5,03-06-2024,71.53,C1032,France
INV167883,S00080,Product 080,2,14-03-2025,91.52,C1055,United Kingdom
INV790755,S00091,Product 091,1,24-12-2024,132,C1084,USA
INV747062,S00025,Product 025,7,31-01-2024,127.37,C1033,Spain
INV438822,S00057,Product 057,3,27-02-2024,115.11,C1006,India
INV660678,S00109,Product 109,5,12-11-2024,62.34,C1019,France
INV442211,S00050,Product 050,7,09-01-2025,23.05,C1085,United Kingdom
INV349520,S00090,Product 090,8,11-04-2024,101.11,C1069,Spain
INV488186,S00064,Product 064,2,14-04-2024,28.83,C1117,Spain
INV380672,S00079,Product 079,6,19-03-2024,85.07,C1107,Germany
INV833539,S00075,Product 075,9,09-12-2024,147.14,C1019,India
INV470502,S00078,Product 078,5,05-01-2024,83.45,C1088,Germany
INV388752,S00093,Product 093,1,14-12-2024,97.54,C1010,India
INV582537,S00108,Product 108,3,16-10-2024,102.28,C1011,India
INV782231,S00036,Product 036,8,10-10-2024,124.9,C1095,United Kingdom
INV346298,S00111,Product 111,8,16-02-2025,66.38,C1048,Germany
INV945589,S00075,Product 075,3,13-11-2024,75.63,C1119,United Kingdom
INV517180,S00071,Product 071,2,18-03-2025,28.04,C1000,India
INV694780,S00039,Product 039,3,09-04-2025,92.97,C1060,Germany
INV961517,S00050,Product 050,3,13-07-2025,45.77,C1036,Spain
